Groupe d'aliment,Sous-groupe d'aliment,Nom du Produit en Français,kg CO2 eq/kg de produit
produits céréaliers,céréales de petit-déjeuner et biscuits,Biscuit sec à teneur garantie en vitamines et minéraux,0.00618
produits céréaliers,céréales de petit-déjeuner et biscuits,"Biscuit sec au beurre, sablé, galette ou palet",0.00662
produits céréaliers,céréales de petit-déjeuner et biscuits,"Biscuit sec au beurre, sablé, galette ou palet, au chocolat",0.0106
produits céréaliers,céréales de petit-déjeuner et biscuits,Biscuit sec au lait,0.00472
produits céréaliers,céréales de petit-déjeuner et biscuits,"Biscuit sec aux fruits, hyposodé",0.00547
produits céréaliers,céréales de petit-déjeuner et biscuits,Biscuit sec aux œufs à la cuillère (cuiller) ou Boudoir,0.00536
produits céréaliers,céréales de petit-déjeuner et biscuits,Biscuit sec avec nappage chocolat,0.0124
produits céréaliers,céréales de petit-déjeuner et biscuits,Biscuit sec avec tablette de chocolat,0.0124
produits céréaliers,céréales de petit-déjeuner et biscuits,"Biscuit sec chocolaté, préemballé",0.0106
produits céréaliers,céréales de petit-déjeuner et biscuits,"Biscuit sec chocolaté, type barquette",0.0106
produits céréaliers,céréales de petit-déjeuner et biscuits,"Biscuit sec chocolaté, type galette",0.0106
produits céréaliers,céréales de petit-déjeuner et biscuits,"Biscuit sec chocolaté, type tartelette",0.0106
produits céréaliers,céréales de petit-déjeuner et biscuits,"Biscuit sec croquant (ex : tuile) sans chocolat, allégé en matière grasse",0.00928
produits céréaliers,céréales de petit-déjeuner et biscuits,"Biscuit sec croquant au chocolat, allégé en matière grasse",0.0106
produits céréaliers,céréales de petit-déjeuner et biscuits,"Biscuit sec feuilleté, type palmier ou autres",0.00563
produits céréaliers,céréales de petit-déjeuner et biscuits,Biscuit sec fourré à la pâte ou purée de fruits,0.00547
produits céréaliers,céréales de petit-déjeuner et biscuits,"Biscuit sec fourré aux fruits, allégé en matière grasse",0.00547
produits céréaliers,céréales de petit-déjeuner et biscuits,Biscuit sec fourré fruits à coque (non ou légèrement chocolaté),0.00928
produits céréaliers,céréales de petit-déjeuner et biscuits,"Biscuit sec nappé aux fruits, tartelette",0.00547
produits céréaliers,céréales de petit-déjeuner et biscuits,Biscuit sec nature,0.00618
produits céréaliers,céréales de petit-déjeuner et biscuits,"Biscuit sec ou tuile, aux amandes",0.00928
produits céréaliers,céréales de petit-déjeuner et biscuits,Biscuit sec pauvre en glucides,0.00618
produits céréaliers,céréales de petit-déjeuner et biscuits,Biscuit sec petit beurre,0.00472
produits céréaliers,céréales de petit-déjeuner et biscuits,Biscuit sec petit beurre au chocolat,0.0106
produits céréaliers,céréales de petit-déjeuner et biscuits,Biscuit sec pour petit déjeuner,0.00618
produits céréaliers,céréales de petit-déjeuner et biscuits,"Biscuit sec pour petit déjeuner, allégé en sucres",0.00618
produits céréaliers,céréales de petit-déjeuner et biscuits,"Biscuit sec pour petit déjeuner, au chocolat",0.0106
produits céréaliers,céréales de petit-déjeuner et biscuits,Biscuit sec type langue de chat ou cigarette russe,0.00727
produits céréaliers,céréales de petit-déjeuner et biscuits,"Biscuit sec type tuile, aux fruits",0.00676
produits céréaliers,céréales de petit-déjeuner et biscuits,"Biscuit sec, avec matière grasse végétale",0.00353
produits céréaliers,céréales de petit-déjeuner et biscuits,"Biscuit sec, petits fours en assortiment",0.00727
produits céréaliers,céréales de petit-déjeuner et biscuits,"Biscuit sec, sablé, galette ou palet, aux fruits",0.00547
produits céréaliers,céréales de petit-déjeuner et biscuits,"Biscuit sec, sans précision",0.00618
produits céréaliers,"pâtes, riz et céréales","Blé de Khorasan, cru",0.00131
produits céréaliers,"pâtes, riz et céréales","Blé dur entier, cru",0.00322
produits céréaliers,"pâtes, riz et céréales","Blé dur précuit, entier, cru",0.00322
produits céréaliers,"pâtes, riz et céréales","Blé dur précuit, grains entiers, cuit, non salé",0.00146
produits céréaliers,"pâtes, riz et céréales","Blé tendre entier ou froment, cru",0.00254
produits céréaliers,pains et viennoiseries,Blini,0.00399
produits céréaliers,céréales de petit-déjeuner et biscuits,Boules de maïs soufflées au miel (non enrichies en vitamines et minéraux),0.00978
produits céréaliers,céréales de petit-déjeuner et biscuits,"Boules de maïs soufflées au miel, enrichies en vitamines et minéraux",0.00978
produits céréaliers,"pâtes, riz et céréales","Boulgour de blé, cru",0.00322
produits céréaliers,"pâtes, riz et céréales","Boulgour de blé, cuit, non salé",0.0013
produits céréaliers,pains et viennoiseries,Brioche aux pépites de chocolat,0.00712
produits céréaliers,pains et viennoiseries,Brioche fourrée au chocolat,0.0097
produits céréaliers,pains et viennoiseries,Brioche fourrée aux fruits,0.0097
produits céréaliers,pains et viennoiseries,"Brioche fourrée crème pâtissière (type ""chinois""), préemballée",0.00573
produits céréaliers,pains et viennoiseries,Brioche pur beurre,0.00702
produits céréaliers,pains et viennoiseries,"Brioche, de boulangerie traditionnelle",0.00702
produits céréaliers,pains et viennoiseries,"Brioche, préemballée",0.00702
produits céréaliers,pains et viennoiseries,"Brioche, sans précision",0.00702
produits céréaliers,gâteaux et pâtisseries,Brownie au chocolat,0.0146
produits céréaliers,gâteaux et pâtisseries,Bûche de Noël pâtissière,0.0136
produits céréaliers,céréales de petit-déjeuner et biscuits,"Cacahuètes (arachide) enrobées d'un biscuit, pour apéritif",0.00882
produits céréaliers,gâteaux et pâtisseries,Cake aux fruits,0.00568
produits céréaliers,gâteaux et pâtisseries,Canelé,0.00432
produits céréaliers,céréales de petit-déjeuner et biscuits,"Céréales chocolatées pour petit déjeuner, non fourrées, (non enrichies en vitamines et minéraux)",0.00939
produits céréaliers,céréales de petit-déjeuner et biscuits,"Céréales complètes soufflées, enrichies en vitamines et minéraux",0.00978
produits céréaliers,céréales de petit-déjeuner et biscuits,"Céréales pour petit déjeuner ""équilibre"" au chocolat (non enrichies en vitamines et minéraux)",0.00939
produits céréaliers,céréales de petit-déjeuner et biscuits,"Céréales pour petit déjeuner ""équilibre"" au chocolat, enrichies en vitamines et minéraux",0.00939
produits céréaliers,céréales de petit-déjeuner et biscuits,"Céréales pour petit déjeuner ""équilibre"" aux fruits (non enrichies en vitamines et minéraux)",0.00978
produits céréaliers,céréales de petit-déjeuner et biscuits,"Céréales pour petit déjeuner ""équilibre"" aux fruits secs (à coque), enrichis en vitamines et minéraux",0.00978
produits céréaliers,céréales de petit-déjeuner et biscuits,"Céréales pour petit déjeuner ""équilibre"" aux fruits, enrichies en vitamines et minéraux",0.00978
produits céréaliers,céréales de petit-déjeuner et biscuits,"Céréales pour petit déjeuner ""équilibre"" nature (non enrichies en vitamines et minéraux)",0.00978
produits céréaliers,céréales de petit-déjeuner et biscuits,"Céréales pour petit déjeuner ""équilibre"" nature ou au miel, enrichies en vitamines et minéraux",0.00978
produits céréaliers,céréales de petit-déjeuner et biscuits,"Céréales pour petit déjeuner chocolatées, non fourrées, enrichies en vitamines et minéraux",0.00939
produits céréaliers,céréales de petit-déjeuner et biscuits,Céréales pour petit déjeuner fourrées au chocolat ou chocolat-noisettes,0.00939
produits céréaliers,céréales de petit-déjeuner et biscuits,"Céréales pour petit déjeuner fourrées au chocolat ou chocolat-noisettes, enrichies en vitamines et minéraux",0.00939
produits céréaliers,céréales de petit-déjeuner et biscuits,"Céréales pour petit déjeuner fourrées, fourrage autre que chocolat, enrichies en vitamines et minéraux",0.00939
produits céréaliers,céréales de petit-déjeuner et biscuits,"Céréales pour petit déjeuner riches en fibres, au chocolat, enrichies en vitamines et minéraux",0.00939
produits céréaliers,céréales de petit-déjeuner et biscuits,"Céréales pour petit déjeuner riches en fibres, avec ou sans fruits, enrichies en vitamines et minéraux",0.00978
produits céréaliers,céréales de petit-déjeuner et biscuits,"Céréales pour petit déjeuner très riches en fibres, enrichies en vitamines et minéraux",0.00978
produits céréaliers,gâteaux et pâtisseries,Charlotte aux fruits,0.00566
produits céréaliers,pains et viennoiseries,Chausson aux pommes,0.00441
produits céréaliers,céréales de petit-déjeuner et biscuits,Chips de crevette,0.0165
produits céréaliers,céréales de petit-déjeuner et biscuits,Chips de maïs ou tortilla chips,0.00521
produits céréaliers,gâteaux et pâtisseries,Chou à la crème (chantilly ou pâtissière),0.00516
produits céréaliers,gâteaux et pâtisseries,Chou à la crème chantilly,0.00516
produits céréaliers,gâteaux et pâtisseries,Chou à la crème pâtissière,0.00433
produits céréaliers,pains et viennoiseries,Chouquette,0.00509
produits céréaliers,céréales de petit-déjeuner et biscuits,Cigarette,0.0116
produits céréaliers,céréales de petit-déjeuner et biscuits,"Cône ou cornet classique, pour glace",0.00618
produits céréaliers,céréales de petit-déjeuner et biscuits,Cookie aux pépites de chocolat,0.00919
produits céréaliers,gâteaux et pâtisseries,Corne de gazelle (pâtisserie orientale aux amandes et sirop),0.00921
produits céréaliers,pains et viennoiseries,"Couronne de Noël (Brioche) aux fruits confits, préemballée",0.00689
produits céréaliers,"pâtes, riz et céréales","Couscous (semoule de blé dur roulée précuite à la vapeur), crue",0.00717
produits céréaliers,"pâtes, riz et céréales","Couscous (semoule de blé dur roulée précuite à la vapeur), cuite, non salée",0.00305
produits céréaliers,céréales de petit-déjeuner et biscuits,Crêpe dentelle,0.0116
produits céréaliers,céréales de petit-déjeuner et biscuits,"Crêpe dentelle (pour apéritif) au fromage, préemballée",0.00496
produits céréaliers,céréales de petit-déjeuner et biscuits,"Crêpe dentelle au chocolat, préemballée",0.0124
produits céréaliers,gâteaux et pâtisseries,"Crêpe maison, fourrée à la confiture",0.00401
produits céréaliers,gâteaux et pâtisseries,"Crêpe maison, fourrée au chocolat ou à la pâte à tartiner chocolat et noisettes",0.00401
produits céréaliers,gâteaux et pâtisseries,"Crêpe préemballée, fourrée au sucre",0.00401
produits céréaliers,gâteaux et pâtisseries,"Crêpe préemballée, fourrée chocolat",0.00868
produits céréaliers,gâteaux et pâtisseries,"Crêpe préemballée, fourrée fraise",0.00434
produits céréaliers,gâteaux et pâtisseries,"Crêpe, nature, préemballée, rayon frais",0.00416
produits céréaliers,gâteaux et pâtisseries,"Crêpe, nature, préemballée, rayon température ambiante",0.00416
produits céréaliers,pains et viennoiseries,"Croissant au beurre, artisanal",5
produits céréaliers,pains et viennoiseries,"Croissant aux amandes, artisanal",0.00681
produits céréaliers,pains et viennoiseries,"Croissant ordinaire, artisanal",0.00463
produits céréaliers,pains et viennoiseries,"Croissant, sans précision",0.00463
produits céréaliers,pains et viennoiseries,"Croûton à l'ail aux fines herbes ou aux oignons, préemballé",0.00843
produits céréaliers,pains et viennoiseries,Croûtons,0.00843
produits céréaliers,pains et viennoiseries,"Croûtons nature, préemballés",0.00843
produits céréaliers,gâteaux et pâtisseries,Crumble aux pommes,0.00414
produits céréaliers,gâteaux et pâtisseries,Éclair,0.00697
produits céréaliers,gâteaux et pâtisseries,Entremets type Opéra,0.0101
produits céréaliers,"pâtes, riz et céréales","Épeautre, cru",0.00322
produits céréaliers,gâteaux et pâtisseries,Far aux pruneaux,0.00843
produits céréaliers,farines et pâtes à tarte,Farine de blé tendre ou froment avec levure incorporée,0.00214
produits céréaliers,farines et pâtes à tarte,Farine de blé tendre ou froment T110,0.00214
produits céréaliers,farines et pâtes à tarte,Farine de blé tendre ou froment T150,0.00214
produits céréaliers,farines et pâtes à tarte,Farine de blé tendre ou froment T45 (pour pâtisserie),0.00214
produits céréaliers,farines et pâtes à tarte,Farine de blé tendre ou froment T55 (pour pains),0.00214
produits céréaliers,farines et pâtes à tarte,Farine de blé tendre ou froment T65,0.00214
produits céréaliers,farines et pâtes à tarte,Farine de blé tendre ou froment T80,0.00214
produits céréaliers,farines et pâtes à tarte,Farine de maïs,0.00218
produits céréaliers,farines et pâtes à tarte,Farine de millet,0.00262
produits céréaliers,farines et pâtes à tarte,Farine de pois chiche,0.00534
produits céréaliers,farines et pâtes à tarte,Farine de riz,11
produits céréaliers,farines et pâtes à tarte,Farine de sarrasin,0.00342
produits céréaliers,farines et pâtes à tarte,Farine de seigle T130,0.00261
produits céréaliers,farines et pâtes à tarte,Farine de seigle T170,0.00261
produits céréaliers,farines et pâtes à tarte,Farine de seigle T85,0.00261
produits céréaliers,farines et pâtes à tarte,Farine de soja,0.00548
